高清4K,#genre#
Disney Junior Japan,http://202.60.106.14:8080/1338/playlist.m3u8
NTV News24,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8
QVC,http://cdn-live1.qvc.jp/iPhone/800/800.m3u8
Tokyo MX2,https://mcas-eqms-mx2-live.hls.davlive.stream.ne.jp/mt/manifest/340f27cd590451b1e7d0034b85b5175ddaf05454/EQMS_MX2/e2c7efbf-18f0-4dcf-a92c-fcbcf2aa5a86/4.m3u8
Tokyo MX2,https://mcas-eqms-mx2-live.hls.davlive.stream.ne.jp/mt/manifest/340f27cd590451b1e7d0034b85b5175ddaf05454/EQMS_MX2/bf48987d-6665-412c-81de-c08d718ab518/0.m3u8 
TVO7,http://123.30.146.172:21585/512/mpegts
BSTV,https://br5093.streamingdevideo.com.br/bstv/bstv/chunklist_w785516268.m3u8
TBS,https://tbs2.mov3.co/hls/tbs.m3u8
QVC,http://cdn-live1.qvc.jp/iPhone/800/800.m3u8
美国,#genre#
红牛TV,http://rbmn-live.akamaized.net:80/hls/live/590964/BoRB-AT/master_1660.m3u8?
ESTV,https://estv-rakuten-samsung.amagi.tv/playlist.m3u8?utm_medium=social&utm_source=heylink.me
NASA,https://ntv1.akamaized.net:443/hls/live/2014075/NASA-NTV1-HLS/master_2000.m3u8?
ABC News,https://abc-iview-mediapackagestreams-2.akamaized.net/out/v1/6e1cc6d25ec0480ea099a5399d73bc4b/index_45.m3u8
ABC News1,http://cms-wowza.lunabyte.io/wbrz-live-1/_definst_/smil:wbrz-live.smil/chunklist_b1300000.m3u8
https://epg.provider.plex.tv/library/parts/5e20b730f2f8d5003d739db7-60db63d29ec966002c9ea6f0.m3u8?includeAllStreams=1&X-Plex-Product=Plex+Mediaverse&X-Plex-Token=sDrA2SUTyAW-c4pYqoyz
TVS Classic Movies,https://rpn1.bozztv.com/36bay2/gusa-tvsclassicmovies/index.m3u8
TVS Hollywood History,https://rpn1.bozztv.com/36bay2/gusa-tvshollywoohistory/mono.m3u8
(好莱坞制作)Made In Hollywood,https://epg.provider.plex.tv/library/parts/5e20b730f2f8d5003d739db7-60db63d29ec966002c9ea6f0/variant.m3u8?url=f42c3bd18c1cb2ba2c26360ec060a601-f9b0d4752fde3aa9680c1d8b630655ea27309facbf9fc34b6346f0eb68064625307bf0ccdb835505607f831c951edf0e44cbc1d9eff96df0233390d7198369c4486d51272bd07aae586e9a5b0abc5c18db5a207917b27485c72f51301e1f94de7e67c6250ad6d84b527eafb88c9bff024b2121d595201970c23dcff42ca008ef6d20dd6aaf8d3257c7e2b3f3412b45d47829464922126edbc5168ecc15f5250dc54d3e322e0dbb9fdae1d189399a5d48a503eb9d6e4461f0ccb6aede58f1659cbbb51f86f230b2e412333d6da5d94930&x-plex-token=sDrA2SUTyAW-c4pYqoyz&x-plex-advertising-identifier=&x-plex-advertising-donottrack=0&x-plex-provider-streaming-start=
(武当系列)Wu Tang Collection,https://epg.provider.plex.tv/library/parts/5e20b730f2f8d5003d739db7-5eea605474085f0040ddc770.m3u8?includeAllStreams=1&X-Plex-Product=Plex+Mediaverse&X-Plex-Token=XMKDbHdQEJSUe7aX9xvq
武当系列(回放)https://cfvod.kaltura.com/hlsm/p/513551/sp/51355100/serveFlavor/entryId/0_fzgtdxqr/v/2/pv/1/ev/9/flavorId/0_651druyp/clipFrom/3850000/clipTo/4000000/name/a.mp4/index.m3u8
红牛TV,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8
武当,https://stream.ads.ottera.tv/playlist.m3u8?network_id=73
武当,https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=73
武当1,https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=42
武当2,https://stream.ads.ottera.tv/playlist.m3u8?network_id=42
Bounce,http://72.46.118.193/Bounce/index.m3u8
Grit,http://72.46.118.193/Grit/index.m3u8
Laff,http://72.46.118.193/Laff/index.m3u8
Defy,http://72.46.118.193/Defy/index.m3u8
Court,http://72.46.118.193/Court/index.m3u8
Newsy,http://72.46.118.193/Newsy/index.m3u8
UTV,http://173.225.32.123/UTV-2362/index.m3u8
KELO,http://173.225.32.123/KELO-2361/index.m3u8
CW,http://173.225.32.123/KABY-CW-2364/index.m3u8
ME TV,http://173.225.32.123/KPRY-MeTV-2347/index.m3u8
KSFY,http://173.225.32.123/KSFY-2363/index.m3u8
COZI,http://173.225.32.123/Cozi-2358/index.m3u8
KTTW,http://173.225.32.123/KTTW-2357/index.m3u8
KDLT,http://173.225.32.123/KDLT-2396/index.m3u8
LAKEFIELD,http://173.225.32.123/LAKEFIELD-2370/index.m3u8
JACKSON,http://173.225.32.123/JACKSON-2371/index.m3u8
Gravitas Movies,https://epg.provider.plex.tv/library/parts/5e20b730f2f8d5003d739db7-5efe1de7e0b3f5003f5d9f8e/variant.m3u8?url=332907c55e917f1301eff7dd86d3a280-3d3b949eb805c27cf8aced5cf7e5fb7620dd601dd12d90391948c8dbe7fe7f2453b9e6155e4a51ba8736253de1f4e1b5803826f571e8aa64f7c680591dc104d978372c08135df6f5f1a8a3c873ce34f2d8081731810771699ff9302be2f22d5ad5c78ab7ef095f01410304a45b23c048d553e86aa840f48b7b9f2fd50e06a601751ef941c06fef01dbf2825787bfba10ccbaa1968aec59489bd0405e398bb5321a2286a8015c592d5902c6293fb2bc2a3d56311d0170ca2deb0d6e281e92455df92f836513d20e03bacf85177f460766&x-plex-token=Qjkx6VzMDCnXZnRAamiW&x-plex-advertising-identifier=&x-plex-advertising-donottrack=0
https://epg.provider.plex.tv/library/parts/5e20b730f2f8d5003d739db7-5efe1de7e0b3f5003f5d9f8e.m3u8?includeAllStreams=1&X-Plex-Product=Plex+Mediaverse&X-Plex-Token=sDrA2SUTyAW-c4pYqoyz
Bravo,http://170.254.18.106/BRAVO/index.m3u8
CNN USAhttps://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8
OAN,https://stream.ads.ottera.tv/playlist.m3u8?network_id=23
CAN NEWS,https://stream.ads.ottera.tv/playlist.m3u8?network_id=65
CAN NEWS,https://stream.ads.ottera.tv/playlist.m3u8?network_id=118
CAN NEWS,https://stream.ads.ottera.tv/playlist.m3u8?network_id=56
UTV,http://173.225.32.123/UTV-2362/index.m3u8
KELO,http://173.225.32.123/KELO-2361/index.m3u8
CW,http://173.225.32.123/KABY-CW-2364/index.m3u8
ME TV,http://173.225.32.123/KPRY-MeTV-2347/index.m3u8
KSFY,http://173.225.32.123/KSFY-2363/index.m3u8
COZI,http://173.225.32.123/Cozi-2358/index.m3u8
KTTW,http://173.225.32.123/KTTW-2357/index.m3u8
KDLT,http://173.225.32.123/KDLT-2396/index.m3u8
LAKEFIELD,http://173.225.32.123/LAKEFIELD-2370/index.m3u8
JACKSON,http://173.225.32.123/JACKSON-2371/index.m3u8

Food Network,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1107/index.m3u8
Ion Television,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/901/index.m3u8
NYCTV Life,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/902/index.m3u8
CBS New York,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/903/index.m3u8
Hallmark Movies & Mysteries HD,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1075/index.m3u8
Telemundo,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1080/index.m3u8
NBC,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1081/index.m3u8
Disney XD,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1082/index.m3u8
AMC US,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1083/index.m3u8
HGTV HD,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1084/index.m3u8
tru TV,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1085/index.m3u8
MAVTV HD,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1074/index.m3u8
ABC HD,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1087/index.m3u8
Fox 5 WNYW,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1086/index.m3u8
My9NJ,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1088/index.m3u8
Live Well Network,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1089/index.m3u8
MOTORTREND,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1091/index.m3u8
BBC America,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1092/index.m3u8
WPIX-TV,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1090/index.m3u8
THIRTEEN,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1093/index.m3u8
WLIW21,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1094/index.m3u8
NJTV,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1095/index.m3u8
MeTV,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1096/index.m3u8
SBN,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1097/index.m3u8
WMBC Digital Television,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1098/index.m3u8
Univision,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1099/index.m3u8
UniMÁS,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1100/index.m3u8
0,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1101/index.m3u8
TNT,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1102/index.m3u8
TBS,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1103/index.m3u8
TLC,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1105/index.m3u8
FXM en,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1106/index.m3u8
A&E,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/1108/index.m3u8
NHL Network US,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/7225/index.m3u8

MSG US,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/7325/index.m3u8
MSG 2 US,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/7326/index.m3u8
AT&T SPORTSNET HD,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/11107/index.m3u8
SPECTRUM SPORTSNET,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/11108/index.m3u8
NESN HDUSA,http://3b9673b8.cbilant.com/iptv/72ADL97PMPSR6F/11109/index.m3u8
3ABN,https://3abn-live.akamaized.net/hls/live/2010543/3ABN/master.m3u8
3ABN,https://3abn-live.akamaized.net/hls/live/2010546/French/master.m3u8
Kids Network (3ABN),https://3abn-live.akamaized.net/hls/live/2010550/Kids/master.m3u8
International (3ABN),https://3abn-live.akamaized.net/hls/live/2010544/International/master.m3u8
Latino (3ABN),https://3abn-live.akamaized.net/hls/live/2010547/Latino/playlist.m3u8
Praise Him Music Network (3ABN),https://3abn-live.akamaized.net/hls/live/2010551/Praise_Him/master.m3u8
30A Darcizzle Offshore,https://30a-tv.com/darcizzle.m3u8
30A Investment Pitch,https://30a-tv.com/feeds/xodglobal/30atv.m3u8
30A Music,https://30a-tv.com/music.m3u8
30A Sidewalks,https://30a-tv.com/sidewalks.m3u8
30A The Beach Show,https://30a-tv.com/beachy.m3u8
ACTV,https://cdn3.wowza.com/5/ODB6NmF5K3l4T1h5/persis/6361162879_AZ-247.stream_247/chunklist.m3u8
Aghapy Kids,https://5b622f07944df.streamlock.net/aghapykids.tv/aghapykids2/playlist.m3u8
Akaku 53 (Hawaii),https://castus-vod-dev.s3.amazonaws.com/vod_clients/akaku/live/ch1/video.m3u8
Akaku 54 (Hawaii) (1080p)
,https://castus-vod-dev.s3.amazonaws.com/vod_clients/akaku/live/ch2/video.m3u8
Akaku 55 (Hawaii) (1080p),https://castus-vod-dev.s3.amazonaws.com/vod_clients/akaku/live/ch3/video.m3u8
AXS TV NOW,https://dikcfc9915kp8.cloudfront.net/hls/1080p/playlist.m3u8
Cloudflare TV (720p),https://cloudflare.tv/hls/live.m3u8
MahdiTV (1080p),https://stream.al-mahdi.tv/hls/1234.m3u8
Srv_1 HD,http://95.67.12.82:9061
TRACE URBAN INTER HD,http://95.67.12.82:9068
TRACE SPORTS INTER HD,http://95.67.12.82:9067
Water Bear,https://cdn-ue1-prod.tsv2.amagi.tv/linear/amg01415-waterbearnetwor-waterbear-samsungse/playlist.m3u8
Wild Earth,https://wildearth-plex.amagi.tv/masterR1080p.m3u8
Wild Life,https://d1vp12yk4i8ou5.cloudfront.net/playlist720p.m3u8
Poker T,https://d3w4n3hhseniak.cloudfront.net/v1/master/9d062541f2ff39b5c0f48b743c6411d25f62fc25/WPT-DistroTV/150.m3u8
Russia Today,http://69.64.57.208:8080/russiatoday/playlist.m3u8
Sky News Australia,https://skynewsau-live.akamaized.net/hls/live/2002691/skynewsau-extra3/master.m3u8
Smithsonian Channel,https://smithsonianaus-samsungau.amagi.tv/playlist1080p.m3u8
Spotlight Redbox,https://spotlight-redbox.amagi.tv/hls/amagi_hls_data_redboxAAA-spotlight/CDN/playlist.m3u8
TASTEMADE,https://tmint-aus-samsungau.amagi.tv/playlist.m3u8
Wild Planet,https://d3c7duantorcb1.cloudfront.net/v1/manifest/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-jpfvel38m2ce0-prod/77466ab3-8e6b-497f-9bf9-7b20f2536a20/3.m3u8
WION,https://d7x8z4yuq42qn.cloudfront.net/index_7.m3u8
Wonder,https://wonder-samsung-uk.amagi.tv/playlist.m3u8
Xplore,http://xlpore-samsungus.amagi.tv/playlist1080p.m3u8
Yahoo Finance,https://d1ewctnvcwvvvu.cloudfront.net/playlist.m3u8
ZOOMOO,https://amg01553-blueantmediaasi-zoomoonz-samsungnz-rdufn.amagi.tv/playlist/amg01553-blueantmediaasi-zoomoonz-samsungnz/playlist.m3u8
半岛电视台,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
https://live-hls-v3-aje.getaj.net/AJE-V3/index.m3u8
ABC NEWS,http://41.205.93.154/ABC/index.m3u8
rakuten tv,https://rakuten-comedy-12-eu.rakuten.wurl.tv/playlist.m3u8
NASA,https://stream.nasatv.com.mk/hls/nasatv_live.m3u8
NASA,https://stream.nasatv.com.mk/hls/nasatv_live.m3u8
https://uplynkcontent.sinclairstoryline.com/channel/ddd76fdc1c0a456ba537e4f48e827d3e.m3u8
myTV San Antonio TX (KCWX-TV) (720p),http://65.36.6.216:1935/live/kcwx.smil/playlist.m3u8
实验,https://stream.ads.ottera.tv/playlist.m3u8?network_id=46
电影01,https://stream.ads.ottera.tv/playlist.m3u8?network_id=70
30,https://stream.ads.ottera.tv/playlist.m3u8?network_id=30
少儿,https://stream.ads.ottera.tv/playlist.m3u8?network_id=31
少儿0,https://stream.ads.ottera.tv/playlist.m3u8?network_id=125
少儿1,https://stream.ads.ottera.tv/playlist.m3u8?network_id=33
少儿2,https://stream.ads.ottera.tv/playlist.m3u8?network_id=34
少儿3,https://stream.ads.ottera.tv/playlist.m3u8?network_id=37
少儿4,https://stream.ads.ottera.tv/playlist.m3u8?network_id=40
少儿5,https://stream.ads.ottera.tv/playlist.m3u8?network_id=41
少儿6,https://stream.ads.ottera.tv/playlist.m3u8?network_id=55
少儿7,https://stream.ads.ottera.tv/playlist.m3u8?network_id=142
少儿8,https://stream.ads.ottera.tv/playlist.m3u8?network_id=157
少儿9,https://stream.ads.ottera.tv/playlist.m3u8?network_id=198
KTV,https://stream.ads.ottera.tv/playlist.m3u8?network_id=146
KTV,https://stream.ads.ottera.tv/playlist.m3u8?network_id=161
美食,https://stream.ads.ottera.tv/playlist.m3u8?network_id=165
美食,https://stream.ads.ottera.tv/playlist.m3u8?network_id=180
娱乐,https://stream.ads.ottera.tv/playlist.m3u8?network_id=185
科幻电影,https://stream.ads.ottera.tv/playlist.m3u8?network_id=151
48,https://stream.ads.ottera.tv/playlist.m3u8?network_id=48
53,https://stream.ads.ottera.tv/playlist.m3u8?network_id=53
74,https://stream.ads.ottera.tv/playlist.m3u8?network_id=74
76,https://stream.ads.ottera.tv/playlist.m3u8?network_id=76
102,https://stream.ads.ottera.tv/playlist.m3u8?network_id=102
154,https://stream.ads.ottera.tv/playlist.m3u8?network_id=154
181,https://stream.ads.ottera.tv/playlist.m3u8?network_id=181
电影0,https://stream.ads.ottera.tv/playlist.m3u8?network_id=45
电影,https://stream.ads.ottera.tv/playlist.m3u8?network_id=652
电影1,https://stream.ads.ottera.tv/playlist.m3u8?network_id=656
电影2,https://stream.ads.ottera.tv/playlist.m3u8?network_id=821
电影3,https://stream.ads.ottera.tv/playlist.m3u8?network_id=822
电影4,https://stream.ads.ottera.tv/playlist.m3u8?network_id=827
电影5,https://stream.ads.ottera.tv/playlist.m3u8?network_id=3434
加拿大#genre#
英国,#genre#
BBC World,http://45.228.232.219:16000/play/a0m9/index.m3u8
BBC_WORLD_ENG,http://89.187.177.137:80/BBC_WORLD_ENG/index.m3u8
BBC News,http://202.60.106.14:8080/1345/playlist.m3u8
BBC News,http://103.199.161.254/Content/bbcworld/Live/Channel(BBCworld)/index.m3u8
AFRICABLE,http://69.64.57.208/africable/playlist.m3u8
TV AFRICA,http://69.64.57.208/tvafrica/playlist.m3u8
TELE CONGO,http://69.64.57.208/telecongo/playlist.m3u8
BBC NEWS,http://69.64.57.208/bbcnews/playlist.m3u8
CANAL ALGERIE,http://69.64.57.208/canalalgerie/playlist.m3u8
JOY NEWS,http://69.64.57.208/joynews/playlist.m3u8
TVC NEWS,http://69.64.57.208/tvcnews/playlist.m3u8
TM1,http://69.64.57.208/tm1/playlist.m3u8
TM2,http://69.64.57.208/tm2/playlist.m3u8
NCI,http://69.64.57.208/nci/playlist.m3u8
2STV,http://69.64.57.208/2stv/playlist.m3u8
TFM,http://69.64.57.208/tfm/playlist.m3u8
RTB,http://69.64.57.208/rtb/playlist.m3u8
RT FRANCE,http://69.64.57.208/rtfrance/playlist.m3u8
ATV,http://69.64.57.208/atv/playlist.m3u8
GTV,http://69.64.57.208/gtv/playlist.m3u8
KTO,http://69.64.57.208/kto/playlist.m3u8
LIFETV,http://69.64.57.208/lifetv/playlist.m3u8
RTS1,http://69.64.57.208/rts1/playlist.m3u8
TVT,http://69.64.57.208/tvt/playlist.m3u8
UTV,http://69.64.57.208/utv/playlist.m3u8
RTG,http://69.64.57.208/rtg/playlist.m3u8
RUSSIA TODAY,http://69.64.57.208/russiatoday/playlist.m3u8
FRANCE 2,http://69.64.57.208/france2/playlist.m3u8
FRANCE 5,http://69.64.57.208/france5/playlist.m3u8
BBC ONE,http://81.137.213.119:4200/bysid/4164
BBC TWO,http://81.137.213.119:4200/bysid/4287
BBC THREE
http://81.137.213.119:4200/bysid/4288
BBC NEWS
http://81.137.213.119:4200/bysid/4352
BBC FOUR
http://81.137.213.119:4200/bysid/4544
CBeebies
http://81.137.213.119:4200/bysid/4672
BBC Parliament
http://81.137.213.119:4200/bysid/4736

BBC ONE W Mid,http://5.66.192.142:9981/stream/channelid/125100997?profile=matroska
f0fd11685ac268852e97c01ec0c3aac1
2
BBC TWO,http://5.66.192.142:9981/stream/channelid/1746009584?profile=matroska
d21c8ff3ec6f632f0575fe1dbe170230
3
ITV1,http://5.66.192.142:9981/stream/channelid/1938758866?profile=matroska
6ba1da276b1255dd7ae06656cd5475a8
4
Channel 4,http://5.66.192.142:9981/stream/channelid/668639595?profile=matroska
3b866554e2bdf0e2d2aeb9bff9372e0e
5
Channel 5,http://5.66.192.142:9981/stream/channelid/1415939643?profile=matroska
627daebf31d67dec0257b469f70a90a4
6
ITV2,http://5.66.192.142:9981/stream/channelid/1068399970?profile=matroska
f7ed683ba7841e8035afeb5739062697
10
ITV3,http://5.66.192.142:9981/stream/channelid/996732407?profile=matroska
6860f0d52c5a5a6d4add6ccd603f268b
11
Sky Mix,http://5.66.192.142:9981/stream/channelid/1441816680?profile=matroska
3e6ed99aec9c9f8cc96cc68f584e884f
13
E4,http://5.66.192.142:9981/stream/channelid/450457150?profile=matroska
c4cfd3dca0eb06769c66d51e5521f96a
14
Film4,http://5.66.192.142:9981/stream/channelid/1557385156?profile=matroska
66e2f989d6c83ceeefdf98c9c28a58b1
15
Channel 4+1,http://5.66.192.142:9981/stream/channelid/167371366?profile=matroska
70b66ecdc02d0ee5852ea6eed7ab5ee7
16
QVC,http://5.66.192.142:9981/stream/channelid/1299101296?profile=matroska
8ce2d866cc61bb1efbbe5da00669e61f
17
Really,http://5.66.192.142:9981/stream/channelid/1725489804?profile=matroska
f96333c90d1fb6c19fe8bd9f75086dba
18
More 4,http://5.66.192.142:9981/stream/channelid/1228104697?profile=matroska
3184ad7cf7a770a03b9f92258ab457fb
19
Dave,http://5.66.192.142:9981/stream/channelid/2091746353?profile=matroska
99d1bd734f33080365dcd6a953195513
20
Drama,http://5.66.192.142:9981/stream/channelid/1941819801?profile=matroska
7f6e64b934d245c4ef89e0bb085c0dc8
21
5USA,http://5.66.192.142:9981/stream/channelid/962883199?profile=matroska
1beaad3b099d74339bb65756129b3c34
22
TJC,http://5.66.192.142:9981/stream/channelid/1001253403?profile=matroska
ac36df1b88482a7d16cf638cb7089fed
26
ITV4,http://5.66.192.142:9981/stream/channelid/467613356?profile=matroska
a649dbcaf8d0253049e4c127420d9415
28
ITVBe,http://5.66.192.142:9981/stream/channelid/1255885222?profile=matroska
269aac102379d10eb05e2bf82070b89d
29
ITV2+1,http://5.66.192.142:9981/stream/channelid/279747110?profile=matroska
5eeb2c901ec544abd825fe39de3ca01a
30
E4+1,http://5.66.192.142:9981/stream/channelid/271379294?profile=matroska
e1f1cac0793313f388dbffef7023ff69
31
E4 Extra,http://5.66.192.142:9981/stream/channelid/1087042017?profile=matroska
01a618d655cd69ce7fca08596c6e6f04
32
5STAR,http://5.66.192.142:9981/stream/channelid/1444455937?profile=matroska
f3ff80a0719c50a2106927eae22e4553
33
5ACTION,http://5.66.192.142:9981/stream/channelid/545325043?profile=matroska
d5bb9474b1bde41dd7855405d55ca764
35
ITV1+1,http://5.66.192.142:9981/stream/channelid/1955904469?profile=matroska
0d481a57da818cd0a9e81963ec144f9b
36
Sky Arts,http://5.66.192.142:9981/stream/channelid/1461340173?profile=matroska
405e6dd0dfea56212c2dbad9e0aa111f
38
Channel 5+1,http://5.66.192.142:9981/stream/channelid/1349344832?profile=matroska
3a48c58ff2c1f4738a1623c8404443e9
40
Quest Red,http://5.66.192.142:9981/stream/channelid/264587322?profile=matroska
61c14bd339a7545868cbe165116260ce
41
Legend,http://5.66.192.142:9981/stream/channelid/1397473633?profile=matroska
429b73926649a6d10d486413ab37ae7c
42
GREAT! action,http://5.66.192.142:9981/stream/channelid/309566274?profile=matroska
8cc282f4e58047a094f3537923a4b7b3
43
Food Network,http://5.66.192.142:9981/stream/channelid/1954726540?profile=matroska
721663e1f2e46e7dbe2efa8185b6ad2e
45
Gems TV,http://5.66.192.142:9981/stream/channelid/1633883762?profile=matroska
fb3d0bf850071fd868eeef53480cb51b
46
5SELECT,http://5.66.192.142:9981/stream/channelid/2014002683?profile=matroska
33fb49217e93b4de6fddaed310fcc7c5
47
Film4+1,http://5.66.192.142:9981/stream/channelid/558496563?profile=matroska
0d191a91125d81123345a08f79dba1e6
48
Challenge,http://5.66.192.142:9981/stream/channelid/286923021?profile=matroska
4677ac43d9a52cca1e4a98a114401678
49
4seven,http://5.66.192.142:9981/stream/channelid/1135376198?profile=matroska
fdfc47a412bd23a59fe425386e69e685
57
Dave ja vu,http://5.66.192.142:9981/stream/channelid/608697597?profile=matroska
b3e370579f79ed50642abb4afad21b50
60
Drama +1,http://5.66.192.142:9981/stream/channelid/1467016115?profile=matroska
a0a5f422b0b5e3034194d9224c667a81
64
Blaze,http://5.66.192.142:9981/stream/channelid/586458528?profile=matroska
99a1c0ab442c0e72ff792bac46a7df86
65
That's Christmas,http://5.66.192.142:9981/stream/channelid/734044569?profile=matroska
2ce6e5edcf2e47aec36e99e2b67ad8bc
66
TBN UK,http://5.66.192.142:9981/stream/channelid/1843783212?profile=matroska
a49bc94c49cf11cc273fc8cfd3d7e375
67
CBS Reality,http://5.66.192.142:9981/stream/channelid/1288280996?profile=matroska
1ef81e5c01a88217984d96f2911fc8b0
70
QUEST+1,http://5.66.192.142:9981/stream/channelid/1545533470?profile=matroska
6e2acb6811819a13954ccd57b64b597a
85
Create & Craft,http://5.66.192.142:9981/stream/channelid/1758145134?profile=matroska
5e9ae9c883f5dca57ba6b6ca2a4c2382
101
BBC ONE WMidHD,http://5.66.192.142:9981/stream/channelid/1223268958?profile=matroska
0a5cce1866a3fa724ec321d4d7e8a402
102
BBC TWO HD,http://5.66.192.142:9981/stream/channelid/416177162?profile=matroska
6bb96ad90731d0e25d45e4458a26c979
103
ITV1 HD,http://5.66.192.142:9981/stream/channelid/1500166507?profile=matroska
241fe568a02f88c2b50c05df27cf8f7b
104
Channel 4 HD,http://5.66.192.142:9981/stream/channelid/1759846180?profile=matroska
45ea1748e5d2e35f34151c75e38a1bff
105
Channel 5 HD,http://5.66.192.142:9981/stream/channelid/1209526853?profile=matroska
620c4a833d5112d1a425de092fb63ea4
201
CBBC,http://5.66.192.142:9981/stream/channelid/55184482?profile=matroska
8c09fde17534785d52f8a02544151d3e
202
CBeebies,http://5.66.192.142:9981/stream/channelid/1643973004?profile=matroska
a062ee054f1ba7698c95cd990dc2e118
203
CITV,http://5.66.192.142:9981/stream/channelid/99508896?profile=matroska
2ef7b79a5d31b1f635c700354fb80892
204
CBBC HD,http://5.66.192.142:9981/stream/channelid/448263982?profile=matroska
ae473c2bed0d9912f3f0a0ec052a3a85
205
CBeebies HD,http://5.66.192.142:9981/stream/channelid/725370798?profile=matroska
a8163c67b3b3d55d140e0d63a193bbaa
231
BBC NEWS,http://5.66.192.142:9981/stream/channelid/1731991208?profile=matroska
76afa262582d2af4024d42c57b4adc99
232
BBC Parliament,http://5.66.192.142:9981/stream/channelid/1654828918?profile=matroska
e7c8755ba5130da8136eee1ecf746ddb
233
Sky News,http://5.66.192.142:9981/stream/channelid/1534445799?profile=matroska
aa858c6acd2b6929c32a48d54da956d9
237
TalkTV,http://5.66.192.142:9981/stream/channelid/1787594154?profile=matroska
8f1b01b8dd0252c93974b9f97b151ad6
601
BBC RB 1,http://5.66.192.142:9981/stream/channelid/939596687?profile=matroska
feabdc615e68c4358b5e6120f01e17c4
700
BBC Radio 1,http://5.66.192.142:9981/stream/channelid/1641851902?profile=matroska
8085788c0cdd596ef2c5f151c0a32309
701
BBC R1X,http://5.66.192.142:9981/stream/channelid/209225088?profile=matroska
36b72b350c50f6163d0dc44294928065
702
BBC Radio 2,http://5.66.192.142:9981/stream/channelid/892057398?profile=matroska
a815b54f878d52b07590c9293ccdae0d
703
BBC Radio 3,http://5.66.192.142:9981/stream/channelid/1337267624?profile=matroska
cde24d57f6da7ba028a113b1020f4a1b
704
BBC Radio 4,http://5.66.192.142:9981/stream/channelid/1464722125?profile=matroska
5573cb8eff969aa40c7e162ed43fe87d
705
BBC R5L,http://5.66.192.142:9981/stream/channelid/248214357?profile=matroska
a7ff44e6cbbda9327b7bc007e07494a6
706
BBC R5SX,http://5.66.192.142:9981/stream/channelid/1715797927?profile=matroska
d0d1ef3be0bf5af7d2692f3150dce07d
707
BBC 6 Music,http://5.66.192.142:9981/stream/channelid/1005572560?profile=matroska
7aa220882e46257ca51bb3ae7153c596
708
BBC Radio 4 Ex,http://5.66.192.142:9981/stream/channelid/136356474?profile=matroska
79fa6c0a6dab63152dc8270e8cec3895
